Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,July 2024 - September 2024,122.51
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,October 2024 - December 2024,126.24
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,January 2025 - March 2025,126.22
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,April 2025 - June 2025,130.61
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,July 2025 - September 2025,131.05
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,October 2025 - December 2025,145.15
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,January 2026 - March 2026,149.16
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,April 2026 - June 2026,127.64
Gas,Gas Meter,Standing Charge,SC,N Wales and Mersey,July 2026 - September 2026,127.56
Gas,Gas Meter,Standing Charge,SC,London,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,London,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,London,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,London,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,London,October 2023 - December 2023,121.64
Gas,Gas Meter,Standing Charge,SC,London,January 2024 - March 2024,121.56
Gas,Gas Meter,Standing Charge,SC,London,April 2024 - June 2024,122.36
Gas,Gas Meter,Standing Charge,SC,London,July 2024 - September 2024,122.49
Gas,Gas Meter,Standing Charge,SC,London,October 2024 - December 2024,126.22
Gas,Gas Meter,Standing Charge,SC,London,January 2025 - March 2025,126.2
Gas,Gas Meter,Standing Charge,SC,London,April 2025 - June 2025,130.59
Gas,Gas Meter,Standing Charge,SC,London,July 2025 - September 2025,131.03
Gas,Gas Meter,Standing Charge,SC,London,October 2025 - December 2025,145.13
Gas,Gas Meter,Standing Charge,SC,London,January 2026 - March 2026,149.14
Gas,Gas Meter,Standing Charge,SC,London,April 2026 - June 2026,127.58
Gas,Gas Meter,Standing Charge,SC,London,July 2026 - September 2026,127.52
Gas,Gas Meter,Standing Charge,SC,South East,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,South East,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,South East,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,South East,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,South East,October 2023 - December 2023,121.63
Gas,Gas Meter,Standing Charge,SC,South East,January 2024 - March 2024,121.55
Gas,Gas Meter,Standing Charge,SC,South East,April 2024 - June 2024,122.39
Gas,Gas Meter,Standing Charge,SC,South East,July 2024 - September 2024,122.52
Gas,Gas Meter,Standing Charge,SC,South East,October 2024 - December 2024,126.25
Gas,Gas Meter,Standing Charge,SC,South East,January 2025 - March 2025,126.23
Gas,Gas Meter,Standing Charge,SC,South East,April 2025 - June 2025,130.62
Gas,Gas Meter,Standing Charge,SC,South East,July 2025 - September 2025,131.07
Gas,Gas Meter,Standing Charge,SC,South East,October 2025 - December 2025,145.18
Gas,Gas Meter,Standing Charge,SC,South East,January 2026 - March 2026,149.19
Gas,Gas Meter,Standing Charge,SC,South East,April 2026 - June 2026,127.61
Gas,Gas Meter,Standing Charge,SC,South East,July 2026 - September 2026,127.54
Gas,Gas Meter,Standing Charge,SC,Eastern,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,Eastern,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,Eastern,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,Eastern,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,Eastern,October 2023 - December 2023,121.65
Gas,Gas Meter,Standing Charge,SC,Eastern,January 2024 - March 2024,121.57
Gas,Gas Meter,Standing Charge,SC,Eastern,April 2024 - June 2024,122.4
Gas,Gas Meter,Standing Charge,SC,Eastern,July 2024 - September 2024,122.52
Gas,Gas Meter,Standing Charge,SC,Eastern,October 2024 - December 2024,126.25
Gas,Gas Meter,Standing Charge,SC,Eastern,January 2025 - March 2025,126.23
Gas,Gas Meter,Standing Charge,SC,Eastern,April 2025 - June 2025,130.62
Gas,Gas Meter,Standing Charge,SC,Eastern,July 2025 - September 2025,131.07
Gas,Gas Meter,Standing Charge,SC,Eastern,October 2025 - December 2025,145.17
Gas,Gas Meter,Standing Charge,SC,Eastern,January 2026 - March 2026,149.18
Gas,Gas Meter,Standing Charge,SC,Eastern,April 2026 - June 2026,127.65
Gas,Gas Meter,Standing Charge,SC,Eastern,July 2026 - September 2026,127.57
Gas,Gas Meter,Standing Charge,SC,East Midlands,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,East Midlands,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,East Midlands,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,East Midlands,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,East Midlands,October 2023 - December 2023,121.66
Gas,Gas Meter,Standing Charge,SC,East Midlands,January 2024 - March 2024,121.58
Gas,Gas Meter,Standing Charge,SC,East Midlands,April 2024 - June 2024,122.41
Gas,Gas Meter,Standing Charge,SC,East Midlands,July 2024 - September 2024,122.54
Gas,Gas Meter,Standing Charge,SC,East Midlands,October 2024 - December 2024,126.26
Gas,Gas Meter,Standing Charge,SC,East Midlands,January 2025 - March 2025,126.24
Gas,Gas Meter,Standing Charge,SC,East Midlands,April 2025 - June 2025,130.63
Gas,Gas Meter,Standing Charge,SC,East Midlands,July 2025 - September 2025,131.08
Gas,Gas Meter,Standing Charge,SC,East Midlands,October 2025 - December 2025,145.19
Gas,Gas Meter,Standing Charge,SC,East Midlands,January 2026 - March 2026,149.2
Gas,Gas Meter,Standing Charge,SC,East Midlands,April 2026 - June 2026,127.67
Gas,Gas Meter,Standing Charge,SC,East Midlands,July 2026 - September 2026,127.58
Gas,Gas Meter,Standing Charge,SC,Midlands,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,Midlands,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,Midlands,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,Midlands,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,Midlands,October 2023 - December 2023,121.65
Gas,Gas Meter,Standing Charge,SC,Midlands,January 2024 - March 2024,121.57
Gas,Gas Meter,Standing Charge,SC,Midlands,April 2024 - June 2024,122.39
Gas,Gas Meter,Standing Charge,SC,Midlands,July 2024 - September 2024,122.52
Gas,Gas Meter,Standing Charge,SC,Midlands,October 2024 - December 2024,126.24
Gas,Gas Meter,Standing Charge,SC,Midlands,January 2025 - March 2025,126.22
Gas,Gas Meter,Standing Charge,SC,Midlands,April 2025 - June 2025,130.62
Gas,Gas Meter,Standing Charge,SC,Midlands,July 2025 - September 2025,131.06
Gas,Gas Meter,Standing Charge,SC,Midlands,October 2025 - December 2025,145.17
Gas,Gas Meter,Standing Charge,SC,Midlands,January 2026 - March 2026,149.18
Gas,Gas Meter,Standing Charge,SC,Midlands,April 2026 - June 2026,127.64
Gas,Gas Meter,Standing Charge,SC,Midlands,July 2026 - September 2026,127.56
Gas,Gas Meter,Standing Charge,SC,Southern Western,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,Southern Western,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,Southern Western,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,Southern Western,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,Southern Western,October 2023 - December 2023,121.6
Gas,Gas Meter,Standing Charge,SC,Southern Western,January 2024 - March 2024,121.53
Gas,Gas Meter,Standing Charge,SC,Southern Western,April 2024 - June 2024,122.32
Gas,Gas Meter,Standing Charge,SC,Southern Western,July 2024 - September 2024,122.44
Gas,Gas Meter,Standing Charge,SC,Southern Western,October 2024 - December 2024,126.17
Gas,Gas Meter,Standing Charge,SC,Southern Western,January 2025 - March 2025,126.15
Gas,Gas Meter,Standing Charge,SC,Southern Western,April 2025 - June 2025,130.57
Gas,Gas Meter,Standing Charge,SC,Southern Western,July 2025 - September 2025,131
Gas,Gas Meter,Standing Charge,SC,Southern Western,October 2025 - December 2025,145.11
Gas,Gas Meter,Standing Charge,SC,Southern Western,January 2026 - March 2026,149.11
Gas,Gas Meter,Standing Charge,SC,Southern Western,April 2026 - June 2026,127.59
Gas,Gas Meter,Standing Charge,SC,Southern Western,July 2026 - September 2026,127.52
Gas,Gas Meter,Standing Charge,SC,South Wales,October 2022 - December 2022,116.58
Gas,Gas Meter,Standing Charge,SC,South Wales,January 2023 - March 2023,116.58
Gas,Gas Meter,Standing Charge,SC,South Wales,April 2023 - June 2023,119.37
Gas,Gas Meter,Standing Charge,SC,South Wales,July 2023 - September 2023,119.37
Gas,Gas Meter,Standing Charge,SC,South Wales,October 2023 - December 2023,121.61
Gas,Gas Meter,Standing Charge,SC,South Wales,January 2024 - March 2024,121.53
Gas,Gas Meter,Standing Charge,SC,South Wales,April 2024 - June 2024,122.34
Gas,Gas Meter,Standing Charge,SC,South Wales,July 2024 - September 2024,122.46
Gas,Gas Meter,Standing Charge,SC,South Wales,October 2024 - December 2024,126.19
Gas,Gas Meter,Standing Charge,SC,South Wales,January 2025 - March 2025,126.17
Gas,Gas Meter,Standing Charge,SC,South Wales,April 2025 - June 2025,130.58
Gas,Gas Meter,Standing Charge,SC,South Wales,July 2025 - September 2025,131.02
Gas,Gas Meter,Standing Charge,SC,South Wales,October 2025 - December 2025,145.12
Gas,Gas Meter,Standing Charge,SC,South Wales,January 2026 - March 2026,149.12
Gas,Gas Meter,Standing Charge,SC,South Wales,April 2026 - June 2026,127.6
Gas,Gas Meter,Standing Charge,SC,South Wales,July 2026 - September 2026,127.53
Electricity,Single-Rate,Unit Rate,SC,North West,October 2022 - December 2022,1766.8
Electricity,Single-Rate,Unit Rate,SC,North West,January 2023 - March 2023,2246.82
Electricity,Single-Rate,Unit Rate,SC,North West,April 2023 - June 2023,1759.64
Electricity,Single-Rate,Unit Rate,SC,North West,July 2023 - September 2023,1132.11
Electricity,Single-Rate,Unit Rate,SC,North West,October 2023 - December 2023,1048.7
Electricity,Single-Rate,Unit Rate,SC,North West,January 2024 - March 2024,1086.85
Electricity,Single-Rate,Unit Rate,SC,North West,April 2024 - June 2024,962.5
Electricity,Single-Rate,Unit Rate,SC,North West,July 2024 - September 2024,897.98
Electricity,Single-Rate,Unit Rate,SC,North West,October 2024 - December 2024,977.3
Electricity,Single-Rate,Unit Rate,SC,North West,January 2025 - March 2025,987.96
Electricity,Single-Rate,Unit Rate,SC,North West,April 2025 - June 2025,1065.78
Electricity,Single-Rate,Unit Rate,SC,North West,July 2025 - September 2025,1027.33
Electricity,Single-Rate,Unit Rate,SC,North West,October 2025 - December 2025,1049.77
Electricity,Single-Rate,Unit Rate,SC,North West,January 2026 - March 2026,981.21
Electricity,Single-Rate,Unit Rate,SC,North West,April 2026 - June 2026,863.46
Electricity,Single-Rate,Unit Rate,SC,North West,July 2026 - September 2026,849.67
Electricity,Single-Rate,Unit Rate,SC,Northern,October 2022 - December 2022,1752.79
Electricity,Single-Rate,Unit Rate,SC,Northern,January 2023 - March 2023,2225.91
Electricity,Single-Rate,Unit Rate,SC,Northern,April 2023 - June 2023,1755.51
Electricity,Single-Rate,Unit Rate,SC,Northern,July 2023 - September 2023,1132.52
Electricity,Single-Rate,Unit Rate,SC,Northern,October 2023 - December 2023,1049.6
Electricity,Single-Rate,Unit Rate,SC,Northern,January 2024 - March 2024,1087.73
Electricity,Single-Rate,Unit Rate,SC,Northern,April 2024 - June 2024,995.34
Electricity,Single-Rate,Unit Rate,SC,Northern,July 2024 - September 2024,931.01
Electricity,Single-Rate,Unit Rate,SC,Northern,October 2024 - December 2024,994.24
Electricity,Single-Rate,Unit Rate,SC,Northern,January 2025 - March 2025,1004.36
Electricity,Single-Rate,Unit Rate,SC,Northern,April 2025 - June 2025,1044.64
Electricity,Single-Rate,Unit Rate,SC,Northern,July 2025 - September 2025,1007
Electricity,Single-Rate,Unit Rate,SC,Northern,October 2025 - December 2025,1029.76
Electricity,Single-Rate,Unit Rate,SC,Northern,January 2026 - March 2026,967.45
Electricity,Single-Rate,Unit Rate,SC,Northern,April 2026 - June 2026,900.82
Electricity,Single-Rate,Unit Rate,SC,Northern,July 2026 - September 2026,888.55
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,October 2022 - December 2022,1775.92
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,January 2023 - March 2023,2259.79
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,April 2023 - June 2023,1763.94
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,July 2023 - September 2023,1126.5
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,October 2023 - December 2023,1042.59
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,January 2024 - March 2024,1081.95
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,April 2024 - June 2024,981.42
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,July 2024 - September 2024,915.12
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,October 2024 - December 2024,990.25
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,January 2025 - March 2025,1001.31
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,April 2025 - June 2025,1038.42
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,July 2025 - September 2025,998.5
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,October 2025 - December 2025,1022.14
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,January 2026 - March 2026,961.23
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,April 2026 - June 2026,902.16
Electricity,Single-Rate,Unit Rate,SC,Yorkshire,July 2026 - September 2026,890.84
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,October 2022 - December 2022,1782.75
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,January 2023 - March 2023,2257.97
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,April 2023 - June 2023,1782.39
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,July 2023 - September 2023,1160.85
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,October 2023 - December 2023,1078.06
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,January 2024 - March 2024,1115.74
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,April 2024 - June 2024,1007.87
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,July 2024 - September 2024,943.96
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,October 2024 - December 2024,1011.9
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,January 2025 - March 2025,1022.08
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,April 2025 - June 2025,1071.39
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,July 2025 - September 2025,1036.56
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,October 2025 - December 2025,1084
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,January 2026 - March 2026,1014.8
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,April 2026 - June 2026,908.2
Electricity,Single-Rate,Unit Rate,SC,Northern Scotland,July 2026 - September 2026,893.18
Electricity,Single-Rate,Unit Rate,SC,Southern,October 2022 - December 2022,1794.36
Electricity,Single-Rate,Unit Rate,SC,Southern,January 2023 - March 2023,2280.59
Electricity,Single-Rate,Unit Rate,SC,Southern,April 2023 - June 2023,1777.83
Electricity,Single-Rate,Unit Rate,SC,Southern,July 2023 - September 2023,1136.63
Electricity,Single-Rate,Unit Rate,SC,Southern,October 2023 - December 2023,1051.29
Electricity,Single-Rate,Unit Rate,SC,Southern,January 2024 - March 2024,1091.02
Electricity,Single-Rate,Unit Rate,SC,Southern,April 2024 - June 2024,1008.61
Electricity,Single-Rate,Unit Rate,SC,Southern,July 2024 - September 2024,941.56
Electricity,Single-Rate,Unit Rate,SC,Southern,October 2024 - December 2024,1011.49
Electricity,Single-Rate,Unit Rate,SC,Southern,January 2025 - March 2025,1022.7
Electricity,Single-Rate,Unit Rate,SC,Southern,April 2025 - June 2025,1023.18
Electricity,Single-Rate,Unit Rate,SC,Southern,July 2025 - September 2025,983.32
Electricity,Single-Rate,Unit Rate,SC,Southern,October 2025 - December 2025,1008.32
Electricity,Single-Rate,Unit Rate,SC,Southern,January 2026 - March 2026,942.66
Electricity,Single-Rate,Unit Rate,SC,Southern,April 2026 - June 2026,880.77
Electricity,Single-Rate,Unit Rate,SC,Southern,July 2026 - September 2026,866.67
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,October 2022 - December 2022,1802.85
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,January 2023 - March 2023,2292.11
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,April 2023 - June 2023,1803.11
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,July 2023 - September 2023,1161.32
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,October 2023 - December 2023,1076.17
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,January 2024 - March 2024,1115.68
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,April 2024 - June 2024,984.81
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,July 2024 - September 2024,918.18
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,October 2024 - December 2024,988.31
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,January 2025 - March 2025,999.37
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,April 2025 - June 2025,1018.67
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,July 2025 - September 2025,980.32
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,October 2025 - December 2025,1028.99
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,January 2026 - March 2026,965.79
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,April 2026 - June 2026,915.21
Electricity,Single-Rate,Unit Rate,SC,Southern Scotland,July 2026 - September 2026,902.68
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,October 2022 - December 2022,1864.33
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,January 2023 - March 2023,2363.38
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,April 2023 - June 2023,1861.32
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,July 2023 - September 2023,1206.34
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,October 2023 - December 2023,1119.41
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,January 2024 - March 2024,1160.04
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,April 2024 - June 2024,1043.04
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,July 2024 - September 2024,974.98
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,October 2024 - December 2024,1046.13
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,January 2025 - March 2025,1057.65
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,April 2025 - June 2025,1149.42
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,July 2025 - September 2025,1112.23
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,October 2025 - December 2025,1136.66
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,January 2026 - March 2026,1066.42
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,April 2026 - June 2026,987.76
Electricity,Single-Rate,Unit Rate,SC,N Wales and Mersey,July 2026 - September 2026,971.97
Electricity,Single-Rate,Unit Rate,SC,London,October 2022 - December 2022,1802
Electricity,Single-Rate,Unit Rate,SC,London,January 2023 - March 2023,2295.3
Electricity,Single-Rate,Unit Rate,SC,London,April 2023 - June 2023,1772.31
Electricity,Single-Rate,Unit Rate,SC,London,July 2023 - September 2023,1122.7
Electricity,Single-Rate,Unit Rate,SC,London,October 2023 - December 2023,1037.81
Electricity,Single-Rate,Unit Rate,SC,London,January 2024 - March 2024,1078.17
Electricity,Single-Rate,Unit Rate,SC,London,April 2024 - June 2024,955.89
Electricity,Single-Rate,Unit Rate,SC,London,July 2024 - September 2024,887.81
Electricity,Single-Rate,Unit Rate,SC,London,October 2024 - December 2024,958.76
Electricity,Single-Rate,Unit Rate,SC,London,January 2025 - March 2025,970.33
Electricity,Single-Rate,Unit Rate,SC,London,April 2025 - June 2025,1000.83
Electricity,Single-Rate,Unit Rate,SC,London,July 2025 - September 2025,959.41
Electricity,Single-Rate,Unit Rate,SC,London,October 2025 - December 2025,983.41
Electricity,Single-Rate,Unit Rate,SC,London,January 2026 - March 2026,921.56
Electricity,Single-Rate,Unit Rate,SC,London,April 2026 - June 2026,856.92
Electricity,Single-Rate,Unit Rate,SC,London,July 2026 - September 2026,843.39
Electricity,Single-Rate,Unit Rate,SC,South East,October 2022 - December 2022,1821.86
Electricity,Single-Rate,Unit Rate,SC,South East,January 2023 - March 2023,2309.13
Electricity,Single-Rate,Unit Rate,SC,South East,April 2023 - June 2023,1789.53
Electricity,Single-Rate,Unit Rate,SC,South East,July 2023 - September 2023,1146.69
Electricity,Single-Rate,Unit Rate,SC,South East,October 2023 - December 2023,1060.71
Electricity,Single-Rate,Unit Rate,SC,South East,January 2024 - March 2024,1100.6
Electricity,Single-Rate,Unit Rate,SC,South East,April 2024 - June 2024,1004.78
Electricity,Single-Rate,Unit Rate,SC,South East,July 2024 - September 2024,937.73
Electricity,Single-Rate,Unit Rate,SC,South East,October 2024 - December 2024,1007.08
Electricity,Single-Rate,Unit Rate,SC,South East,January 2025 - March 2025,1018.26
Electricity,Single-Rate,Unit Rate,SC,South East,April 2025 - June 2025,1047.5
Electricity,Single-Rate,Unit Rate,SC,South East,July 2025 - September 2025,1008.29
Electricity,Single-Rate,Unit Rate,SC,South East,October 2025 - December 2025,1033.02
Electricity,Single-Rate,Unit Rate,SC,South East,January 2026 - March 2026,965.53
Electricity,Single-Rate,Unit Rate,SC,South East,April 2026 - June 2026,904.83
Electricity,Single-Rate,Unit Rate,SC,South East,July 2026 - September 2026,890.42
Electricity,Single-Rate,Unit Rate,SC,Eastern,October 2022 - December 2022,1800.15
Electricity,Single-Rate,Unit Rate,SC,Eastern,January 2023 - March 2023,2287.14
Electricity,Single-Rate,Unit Rate,SC,Eastern,April 2023 - June 2023,1770.51
Electricity,Single-Rate,Unit Rate,SC,Eastern,July 2023 - September 2023,1128.1
Electricity,Single-Rate,Unit Rate,SC,Eastern,October 2023 - December 2023,1042.54
Electricity,Single-Rate,Unit Rate,SC,Eastern,January 2024 - March 2024,1082.39
Electricity,Single-Rate,Unit Rate,SC,Eastern,April 2024 - June 2024,977.9
Electricity,Single-Rate,Unit Rate,SC,Eastern,July 2024 - September 2024,910.54
Electricity,Single-Rate,Unit Rate,SC,Eastern,October 2024 - December 2024,980.55
Electricity,Single-Rate,Unit Rate,SC,Eastern,January 2025 - March 2025,991.88
Electricity,Single-Rate,Unit Rate,SC,Eastern,April 2025 - June 2025,1038.62
Electricity,Single-Rate,Unit Rate,SC,Eastern,July 2025 - September 2025,998.79
Electricity,Single-Rate,Unit Rate,SC,Eastern,October 2025 - December 2025,1023.11
Electricity,Single-Rate,Unit Rate,SC,Eastern,January 2026 - March 2026,957.32
Electricity,Single-Rate,Unit Rate,SC,Eastern,April 2026 - June 2026,894.93
Electricity,Single-Rate,Unit Rate,SC,Eastern,July 2026 - September 2026,881.16
Electricity,Single-Rate,Unit Rate,SC,East Midlands,October 2022 - December 2022,1761.76
Electricity,Single-Rate,Unit Rate,SC,East Midlands,January 2023 - March 2023,2239.78
Electricity,Single-Rate,Unit Rate,SC,East Midlands,April 2023 - June 2023,1745.67
Electricity,Single-Rate,Unit Rate,SC,East Midlands,July 2023 - September 2023,1113.94
Electricity,Single-Rate,Unit Rate,SC,East Midlands,October 2023 - December 2023,1030.57
Electricity,Single-Rate,Unit Rate,SC,East Midlands,January 2024 - March 2024,1069.61
Electricity,Single-Rate,Unit Rate,SC,East Midlands,April 2024 - June 2024,953.28
Electricity,Single-Rate,Unit Rate,SC,East Midlands,July 2024 - September 2024,887.39
Electricity,Single-Rate,Unit Rate,SC,East Midlands,October 2024 - December 2024,957.22
Electricity,Single-Rate,Unit Rate,SC,East Midlands,January 2025 - March 2025,968.04
Electricity,Single-Rate,Unit Rate,SC,East Midlands,April 2025 - June 2025,1010.91
Electricity,Single-Rate,Unit Rate,SC,East Midlands,July 2025 - September 2025,971.23
Electricity,Single-Rate,Unit Rate,SC,East Midlands,October 2025 - December 2025,994.89
Electricity,Single-Rate,Unit Rate,SC,East Midlands,January 2026 - March 2026,932.49
Electricity,Single-Rate,Unit Rate,SC,East Midlands,April 2026 - June 2026,858.59
Electricity,Single-Rate,Unit Rate,SC,East Midlands,July 2026 - September 2026,846.82
Electricity,Single-Rate,Unit Rate,SC,Midlands,October 2022 - December 2022,1796.16
Electricity,Single-Rate,Unit Rate,SC,Midlands,January 2023 - March 2023,2283.96
Electricity,Single-Rate,Unit Rate,SC,Midlands,April 2023 - June 2023,1771.83
Electricity,Single-Rate,Unit Rate,SC,Midlands,July 2023 - September 2023,1131.24
Electricity,Single-Rate,Unit Rate,SC,Midlands,October 2023 - December 2023,1046.89
Electricity,Single-Rate,Unit Rate,SC,Midlands,January 2024 - March 2024,1086.36
Electricity,Single-Rate,Unit Rate,SC,Midlands,April 2024 - June 2024,979.36
Electricity,Single-Rate,Unit Rate,SC,Midlands,July 2024 - September 2024,912.62
Electricity,Single-Rate,Unit Rate,SC,Midlands,October 2024 - December 2024,983.23
Electricity,Single-Rate,Unit Rate,SC,Midlands,January 2025 - March 2025,994.35
Electricity,Single-Rate,Unit Rate,SC,Midlands,April 2025 - June 2025,1027
Electricity,Single-Rate,Unit Rate,SC,Midlands,July 2025 - September 2025,987.31
Electricity,Single-Rate,Unit Rate,SC,Midlands,October 2025 - December 2025,1011.26
Electricity,Single-Rate,Unit Rate,SC,Midlands,January 2026 - March 2026,948.75
Electricity,Single-Rate,Unit Rate,SC,Midlands,April 2026 - June 2026,886.27
Electricity,Single-Rate,Unit Rate,SC,Midlands,July 2026 - September 2026,874.45
Electricity,Single-Rate,Unit Rate,SC,Southern Western,October 2022 - December 2022,1813.13
Electricity,Single-Rate,Unit Rate,SC,Southern Western,January 2023 - March 2023,2292.69
Electricity,Single-Rate,Unit Rate,SC,Southern Western,April 2023 - June 2023,1786.98
Electricity,Single-Rate,Unit Rate,SC,Southern Western,July 2023 - September 2023,1157.64
Electricity,Single-Rate,Unit Rate,SC,Southern Western,October 2023 - December 2023,1073.08
Electricity,Single-Rate,Unit Rate,SC,Southern Western,January 2024 - March 2024,1111.57
Electricity,Single-Rate,Unit Rate,SC,Southern Western,April 2024 - June 2024,1008.38
Electricity,Single-Rate,Unit Rate,SC,Southern Western,July 2024 - September 2024,942.95
Electricity,Single-Rate,Unit Rate,SC,Southern Western,October 2024 - December 2024,1011.75
Electricity,Single-Rate,Unit Rate,SC,Southern Western,January 2025 - March 2025,1022.45
Electricity,Single-Rate,Unit Rate,SC,Southern Western,April 2025 - June 2025,1066.79
Electricity,Single-Rate,Unit Rate,SC,Southern Western,July 2025 - September 2025,1029.01
Electricity,Single-Rate,Unit Rate,SC,Southern Western,October 2025 - December 2025,1053.29
Electricity,Single-Rate,Unit Rate,SC,Southern Western,January 2026 - March 2026,985.79
Electricity,Single-Rate,Unit Rate,SC,Southern Western,April 2026 - June 2026,910.07
Electricity,Single-Rate,Unit Rate,SC,Southern Western,July 2026 - September 2026,895.64
Electricity,Single-Rate,Unit Rate,SC,South Wales,October 2022 - December 2022,1803.91
